list_name,name,label,label::Arabic,Governorate,District,Sub_district,
Village,C1173,Tal Mamu,تل ممو,SY02,SY0200,SY020005,
Village,C1174,Qamari,قماري,SY02,SY0200,SY020005,
Village,C1175,Kusniya,كوسنيا,SY02,SY0200,SY020005,
Village,C1176,Kassibeh,كسيبة,SY02,SY0200,SY020005,
Village,C1148,Majbineh,مجبينة,SY02,SY0200,SY020004,
Village,C1019,Qanater (Atareb),القناطر - أتارب,SY02,SY0200,SY020001,
Village,C1022,Atareb,الأتارب,SY02,SY0200,SY020001,
Village,C1338,Oruba Bab - Arab Wiran,العروبة الباب_عرب ويران,SY02,SY0202,SY020206,
Village,C1219,Tadaf,تادف,SY02,SY0202,SY020201,
Village,C1225,Biret Elbab,البيرة الباب,SY02,SY0202,SY020201,
Village,C1226,Oweishiyeh,عويشية,SY02,SY0202,SY020201,
Village,C1234,Magharet Abu Jabbar,مغارة أبو جبار,SY02,SY0202,SY020201,
Village,C6178,Saana,السعنا,SY13,SY1300,SY130002,
Village,C6179,Bosan,بوسان,SY13,SY1300,SY130002,
Village,C6181,Shabki,الشبكي,SY13,SY1300,SY130002,
Village,C6182,Rashideh,الرشيدة,SY13,SY1300,SY130002,
Village,C6183,Gheida,الغيضة,SY13,SY1300,SY130002,
Village,C6303,Razaniyet Saida,رزانية صيدا,SY14,SY1402,SY140200,
Village,C6265,Hameidiyyeh (Quneitra),الحميدية - مركز القنيطرة,SY14,SY1400,SY140000,
Village,C6266,Western Samadaniyeh ,الصمدانية الغربية,SY14,SY1400,SY140000,
Village,C6267,Bir Ajam,بئر عجم,SY14,SY1400,SY140000,
Village,C6268,Quneitra (Quneitra),القنيطرة - مركز القنيطرة,SY14,SY1400,SY140000,
Village,C6269,Breiqa ,بريقة,SY14,SY1400,SY140000,
Village,C6270,Qahtaniyyeh (Quneitra),القحطانية - مركز القنيطرة,SY14,SY1400,SY140000,
Village,C6271,Tarnaja,طرنجة,SY14,SY1400,SY140001,
Village,C6273,Khan Arnaba,خان أرنبة,SY14,SY1400,SY140001,
Village,C6274,Kalidiyeh (Khan Arnaba),الخالدية - خان أرنبة,SY14,SY1400,SY140001,
Village,C1263,Tlilet Elbab,تليلة الباب,SY02,SY0202,SY020203,
Village,C1271,Tal Atieh,تل عطية,SY02,SY0202,SY020203,
Village,C1301,Zaaraya,زعرايا,SY02,SY0202,SY020205,
Village,C1302,Tal Elsus - Abu Sus,تل السوس_أبو سوس,SY02,SY0202,SY020205,
Village,C1309,Rasm Haram El-Imam,رسم الحرمل الامام,SY02,SY0202,SY020205,
Village,C1311,Um Elamad Rasm Elharmal,أم العمد رسم الحرمل,SY02,SY0202,SY020205,
Village,C1313,Rasm Abbud,رسم عبود,SY02,SY0202,SY020205,
Village,C1319,Mazbura,مزبورة,SY02,SY0202,SY020205,
Village,C1239,Um Elmara,أم المرا,SY02,SY0202,SY020202,
Village,C1242,Big Hmeimeh,حميمة كبيرة,SY02,SY0202,SY020202,
Village,C1277,Big Arbid,عربيد كبير,SY02,SY0202,SY020204,
Village,C1278,Sheikh Ahmed - Eastern Kwaires ,شيخ أحمد,SY02,SY0202,SY020204,
Village,C1280,Jbul,الجبول,SY02,SY0202,SY020204,
Village,C1281,Um Arkileh,أم أركيلة,SY02,SY0202,SY020204,
Village,C1283,Halabiyeh,الحلبية,SY02,SY0202,SY020204,
Village,C1284,Mufliseh,المفلسة,SY02,SY0202,SY020204,
Village,C1290,Dikwaneh,دكوانة,SY02,SY0202,SY020204,
Village,C1292,Tal Sabeen,تل سبعين,SY02,SY0202,SY020204,
Village,C1293,Tal Ahmar Elbab,تل احمر الباب,SY02,SY0202,SY020204,
Village,C1295,Western Kweires,كويرس غربي,SY02,SY0202,SY020204,
Village,C2161,Fajdan,فجدان,SY02,SY0207,SY020700,
Village,C2162,Kabara,كبارة,SY02,SY0207,SY020700,
Village,C2163,Qasir Elward,قصير الورد,SY02,SY0207,SY020700,
Village,C2123,Rayan (As-Safira),ريان - مركز السفيرة,SY02,SY0207,SY020700,
Village,C2125,Tal Hasel,تل حاصل,SY02,SY0207,SY020700,
Village,C2126,Htani,الحتاني,SY02,SY0207,SY020700,
Village,C2128,Zaalana,زعلانة,SY02,SY0207,SY020700,
Village,C2129,Balat (As-Safira),بلاط - مركز السفيرة,SY02,SY0207,SY020700,
Village,C2130,Aqraba,عقربة,SY02,SY0207,SY020700,
Village,C2131,Hekleh,حكلة,SY02,SY0207,SY020700,
Village,C2133,Tal Alam,تل علم,SY02,SY0207,SY020700,
Village,C2134,Tal Abur,تل عابور,SY02,SY0207,SY020700,
Village,C2137,Tal Aran,تل عرن,SY02,SY0207,SY020700,
Village,C1251,Hleisa,حليصة,SY02,SY0202,SY020203,
Village,C1253,Haji Kusa,حاجي كوسة,SY02,SY0202,SY020203,
Village,C1256,Jbine (Ar-Ra'ee),جبين - الراعي,SY02,SY0202,SY020203,
Village,C1350,Madiq Bu Azar,مضيق بو غاز,SY02,SY0202,SY020206,
Village,C1322,Little Sukariyeh,سكرية صغيرة,SY02,SY0202,SY020206,
Village,C1325,Hjeileh - Elbab,الحجلية- الباب,SY02,SY0202,SY020206,
Village,C1327,Jurneyyeh (A'rima),الجرنية - عريمة,SY02,SY0202,SY020206,
Village,C1328,Olasha,أولاشة,SY02,SY0202,SY020206,
Village,C1329,Arima (A'rima),العريمة - عريمة,SY02,SY0202,SY020206,
Village,C1186,Nayrabiyeh,النيربية,SY02,SY0202,SY020200,
Village,C1187,Sosyan,سوسيان,SY02,SY0202,SY020200,
Village,C1189,Shaala,شعالة,SY02,SY0202,SY020200,
Village,C1191,Hazwan,حزوان,SY02,SY0202,SY020200,
Village,C1193,Maqri,المقري,SY02,SY0202,SY020200,
Village,C1194,Aabad (Al Bab),اعبد - مركز الباب,SY02,SY0202,SY020200,
Village,C1195,Sheikh Jarrah,شيخ جراح,SY02,SY0202,SY020200,
Village,C1196,Sheikh Elwan,شيخ علوان,SY02,SY0202,SY020200,
Village,C1197,Suran (Al Bab),صوران - مركز الباب,SY02,SY0202,SY020200,
Village,C1198,Hadath - Al Bab,حدث,SY02,SY0202,SY020200,
Village,C1200,Saflaniyeh,سفلانية,SY02,SY0202,SY020200,
Village,C1201,Um Elamad Elbab,أم العمد الباب,SY02,SY0202,SY020200,
Village,C1203,Big Sarja,سرجة كبيرة,SY02,SY0202,SY020200,
Village,C1205,Tal Rahhal,تل رحال,SY02,SY0202,SY020200,
Village,C1206,Shdud,شدود,SY02,SY0202,SY020200,
Village,C1207,Sheikh Kif,الشيخ كيف,SY02,SY0202,SY020200,
Village,C1210,Mran - Al Bab,مران,SY02,SY0202,SY020200,
Village,C1211,Qdeiran,قديران,SY02,SY0202,SY020200,
Village,C1215,Arran,عران,SY02,SY0202,SY020201,
Village,C1216,Abu Jabbar,أبو جبار,SY02,SY0202,SY020201,
Village,C1330,Kreidiyeh,الكريدية,SY02,SY0202,SY020206,
Village,C1331,Ilan,ايلان,SY02,SY0202,SY020206,
Village,C1332,Sunbula - Saboyran,السنبلة_صابويران,SY02,SY0202,SY020206,
Village,C1333,Jeb Eldam Elbab,جب الدم الباب,SY02,SY0202,SY020206,
Village,C1335,Jeb Sultan,جب سلطان,SY02,SY0202,SY020206,
Village,C1337,Jeb Naassan,جب نعسان,SY02,SY0202,SY020206,
Village,C1169,Bawabiyeh,بوابية,SY02,SY0200,SY020005,
Village,C1140,Hur,حور,SY02,SY0200,SY020004,
Village,C1141,Bshantara,بشنطرة,SY02,SY0200,SY020004,
Village,C1142,Arhab,ارحاب,SY02,SY0200,SY020004,
Village,C1143,Tqad,تقاد,SY02,SY0200,SY020004,
Village,C1144,Anjara,عنجارة,SY02,SY0200,SY020004,
Village,C1145,Bishqatine,بشقاتين,SY02,SY0200,SY020004,
Village,C1147,Bsartun,بسرطون,SY02,SY0200,SY020004,
Village,C1149,Kafrantin,كفرانتين,SY02,SY0200,SY020004,
Village,C1150,Qabtan Eljabal,قبتان الجبل,SY02,SY0200,SY020004,
Village,C1020,Tuwama,التوامة,SY02,SY0200,SY020001,
Village,C1021,Babka,بابكة,SY02,SY0200,SY020001,
Village,C1023,Sahara,السحارة,SY02,SY0200,SY020001,
Village,C1024,Oweijel,عويجل,SY02,SY0200,SY020001,
Village,C1025,Batbu,باتبو,SY02,SY0200,SY020001,
Village,C1026,Abin Samaan,ابين سمعان,SY02,SY0200,SY020001,
Village,C1027,Little Orm,أورم الصغرى,SY02,SY0200,SY020001,
Village,C1028,Tadil,تديل,SY02,SY0200,SY020001,
Village,C1029,Big Orm,أورم الكبرى,SY02,SY0200,SY020001,
Village,C1030,Abzemo,الابزمو,SY02,SY0200,SY020001,
Village,C1031,Sheikh Ali (Atareb),الشيخ علي - أتارب,SY02,SY0200,SY020001,
Village,C1032,Jeineh,الجينة,SY02,SY0200,SY020001,
Village,C1339,Big Sukariyeh,سكرية كبيرة,SY02,SY0202,SY020206,
Village,C1340,Jablet Elhamra,جبلة الحمرة,SY02,SY0202,SY020206,
Village,C1341,Um Shakif,أم شكيف,SY02,SY0202,SY020206,
Village,C1342,Um Adae Ajami ,أم عدسةعجمي,SY02,SY0202,SY020206,
Village,C1343,Shdar,شدار,SY02,SY0202,SY020206,
Village,C1344,Shweiha ,شويحة,SY02,SY0202,SY020206,
Village,C1345,Tarhin,ترحين,SY02,SY0202,SY020206,
Village,C2509,Ghazala ,غزالة,SY04,SY0401,SY040100,
Village,C2510,Jamiliya (Homs),الجميلية - مركز حمص,SY04,SY0401,SY040100,
Village,C2512,Rayyan,الريان,SY04,SY0401,SY040100,
Village,C2513,Tir Maallah,تير معلة,SY04,SY0401,SY040100,
Village,C2514,Ashrafiya (Homs),الأشرفية - مركز حمص,SY04,SY0401,SY040100,
Village,C2516,Tal Elshur,تل الشور,SY04,SY0401,SY040100,
Village,C2517,Thabetiyeh,الثابتية,SY04,SY0401,SY040100,
Village,C2518,Aabel,آبل - مركز حمص,SY04,SY0401,SY040100,
Village,C2519,Obudiyeh,العبودية,SY04,SY0401,SY040100,
Village,C2521,Abu Dali (Homs),أبو دالي - مركز حمص,SY04,SY0401,SY040100,
Village,C2522,Kalidiyeh (Homs),الخالدية - مركز حمص,SY04,SY0401,SY040100,
Village,C2523,Riyad,الرياض,SY04,SY0401,SY040100,
Village,C2524,Dar Kabira,الدار الكبيرة,SY04,SY0401,SY040100,
Village,C2525,Sakra - Homs,سكرة,SY04,SY0401,SY040100,
Village,C2526,Zaydal,زيدل,SY04,SY0401,SY040100,
Village,C2529,Tal Elnaqa,تل الناقة,SY04,SY0401,SY040100,
Village,C2532,Jludiyeh,جلودية,SY04,SY0401,SY040100,
Village,C2533,Eastern Jdideh,جديدة الشرقية,SY04,SY0401,SY040100,
Village,C2534,Maskana,مسكنة,SY04,SY0401,SY040100,
Village,C2535,Hobub Elrih,هبوب الريح,SY04,SY0401,SY040100,
Village,C2536,Fayruza,فيروزة,SY04,SY0401,SY040100,
Village,C2537,Kafr Abed,كفر عبد,SY04,SY0401,SY040100,
Village,C2538,Kafr Aaya,كفر عايا,SY04,SY0401,SY040100,
Village,C2556,Kafr Laha (Taldu),كفر لاها - تلدو,SY04,SY0401,SY040101,
Village,C2558,Mihnaya,محناية,SY04,SY0401,SY040101,
Village,C2559,Hiraql,هرقل,SY04,SY0401,SY040101,
Village,C2520,Jawalek,جوالك,SY04,SY0401,SY040101,
Village,C2540,Hishmeh,الحشمة,SY04,SY0401,SY040101,
Village,C2542,Hadatha,حداثة,SY04,SY0401,SY040101,
Village,C2546,Western Tiba,الطيبة الغربية,SY04,SY0401,SY040101,
Village,C2548,Burj Qaei,برج قاعي,SY04,SY0401,SY040101,
Village,C2549,Samalil,سمعليل,SY04,SY0401,SY040101,
Village,C2550,Rafeen,رفعين,SY04,SY0401,SY040101,
Village,C2551,Shama - Krad Dasniyeh,الشامة-كراد داسنية,SY04,SY0401,SY040101,
Village,C2552,Arqaya,عرقايا,SY04,SY0401,SY040101,
Village,C2553,Sensil,سنيسل,SY04,SY0401,SY040101,
Village,C2554,Heisa (Taldu),الحيصة - تلدو,SY04,SY0401,SY040101,
Village,C2563,Kherbet Elsawda (Kherbet Tin Noor),خربة السودا - خربة تين نور,SY04,SY0401,SY040102,
Village,C2567,Tannuna,تنونة,SY04,SY0401,SY040102,
Village,C2572,Ghazileh (Kherbet Tin Noor),غزيلة - خربة تين نور,SY04,SY0401,SY040102,
Village,C2578,Balqasa,بلقسة,SY04,SY0401,SY040102,
Village,C2581,Um Elqasab,أم القصب,SY04,SY0401,SY040102,
Village,C2582,Zarzuriyeh,الزرزورية,SY04,SY0401,SY040102,
Village,C2593,Qazhal,قزحل,SY04,SY0401,SY040102,
Village,C1498,Tal Elosud,تل الاسود,SY02,SY0203,SY020304,
Village,C1500,Yiji,اليجي,SY02,SY0203,SY020304,
Village,C1501,Little Hallubi,حلوبي صغير,SY02,SY0203,SY020304,
Village,C1502,Mhabbaba - Naz Oshaghi,المحببة_ناز أوشاغي,SY02,SY0203,SY020304,
Village,C1503,Bayaa,البياعة,SY02,SY0203,SY020304,
Village,C1505,Maydan Afrin,الميدان عفرين,SY02,SY0203,SY020304,
Village,C1506,Doraq,دوراقا,SY02,SY0203,SY020304,
Village,C1509,Qarra - Sharan,القارة,SY02,SY0203,SY020304,
Village,C1510,Omariyeh Afrin,العمرية عفرين,SY02,SY0203,SY020304,
Village,C1511,Amud - Sharan,العمود,SY02,SY0203,SY020304,
Village,C1645,Big Zawraq,زوق الكبير,SY02,SY0204,SY020404,
Village,C1055,Um Tmakh Samaan,أم طماخ سمعان,SY02,SY0200,SY020002,
Village,C1454,Dawdaw,ضوضو,SY02,SY0203,SY020303,
Village,C1458,Aaliaa - Ali Baski,العلياء_علي بسكي,SY02,SY0203,SY020303,
Village,C1460,Murtafiah - Raju,المرتفعة_قودة كوي,SY02,SY0203,SY020303,
Village,C1461,Omar - Omar Oshaghi,عمر_عمر أوشاغي,SY02,SY0203,SY020303,
Village,C1042,Rasm Eljahsh,رسم الجحش,SY02,SY0200,SY020002,
Village,C1439,Nisriyeh,النسرية,SY02,SY0203,SY020302,
Village,C1440,Fasha,الفسحة,SY02,SY0203,SY020302,
Village,C6590,Western Farhaniyeh,فرحانية غربي,SY04,SY0404,SY040401,
Village,C6591,Ayon Hussein,عيون حسين,SY04,SY0401,SY040103,
Village,C6430,Hamidiyet Al-Shadad,حامدية الشداد,SY02,SY0200,SY020002,
Village,C6647,Al-Koum (Kansaba),الكوم - كنسبا,SY06,SY0603,SY060303,
Village,C3492,Barabsho,برابشبو,SY06,SY0600,SY060001,
Village,C3494,Amruniyeh,العمرونية,SY06,SY0600,SY060001,
Village,C1258,Tal Mizab,تل ميزاب,SY02,SY0202,SY020203,
Village,C1262,Khalilieyh,خليلية,SY02,SY0202,SY020203,
Village,C1264,Atharia,الأثرية,SY02,SY0202,SY020203,
Village,C1265,Um Elthadaya Mamli,أم الثدايا_ماملي,SY02,SY0202,SY020203,
Village,C1266,Zalaf,زلف,SY02,SY0202,SY020203,
Village,C1268,Zyaret Elbab,زيارة الباب,SY02,SY0202,SY020203,
Village,C1269,Tal Elhawa (Ar-Ra'ee),تل الهوى - الراعي,SY02,SY0202,SY020203,
Village,C1273,Hadabat,هضبات,SY02,SY0202,SY020203,
Village,C3838,Behwara,بحواره,SY06,SY0604,SY060402,
Village,C3839,Bastiron,البسطيرون,SY06,SY0604,SY060402,
Village,C3840,Bustan Elbaraka,بستان البركة,SY06,SY0604,SY060402,
Village,C3841,Qalmun,القلمون,SY06,SY0604,SY060402,
Village,C3845,Hassaniyeh (Fakhura),الحسانية - الفاخورة,SY06,SY0604,SY060402,
Village,C3846,Khushkhasheh,خشخاشة,SY06,SY0604,SY060402,
Village,C3847,Maalaqa - Fakhura,معلقة,SY06,SY0604,SY060402,
Village,C3849,Kafraz,كفرز,SY06,SY0604,SY060402,
Village,C3851,Wata Deir Zaynun,وطى دير زينون,SY06,SY0604,SY060402,
Village,C3853,Yarta,يرته,SY06,SY0604,SY060402,
Village,C1300,Little Abu Jadha,أبو جدحة صغير,SY02,SY0202,SY020205,
Village,C1303,Tabara Madi,تبارة ماضي,SY02,SY0202,SY020205,
Village,C1304,Bijan Elbab,بيجان الباب,SY02,SY0202,SY020205,
Village,C1305,Abu Jadha Salma,أبو جدحة_صلمة,SY02,SY0202,SY020205,
Village,C1306,Jruf,جروف,SY02,SY0202,SY020205,
Village,C1307,Rasm Elkrum,رسم الكروم,SY02,SY0202,SY020205,
Village,C1312,Rasm Elkibir - Ilkana,رسم الكبير_علكانة,SY02,SY0202,SY020205,
Village,C1320,Nasr Allah,نصر الله,SY02,SY0202,SY020205,
Village,C1237,Zubayda (Dayr Hafir),زبيدة - دير حافر,SY02,SY0202,SY020202,
Village,C1243,Southern Rasm Elharmal,رسم الحرمل الجنوبي,SY02,SY0202,SY020202,
Village,C3724,Ard Elwata,أرض الوطى,SY06,SY0603,SY060303,
Village,C1346,Barshaya,برشايا,SY02,SY0202,SY020206,
Village,C1347,Little Tafreeah,تفريعة صغيرة,SY02,SY0202,SY020206,
Village,C1218,Abu Taltal,أبو طلطل,SY02,SY0202,SY020201,
Village,C1220,Big Amya,عمية كبيرة,SY02,SY0202,SY020201,
Village,C1221,Deir Qaq,دير قاق,SY02,SY0202,SY020201,
Village,C1222,Toman,طومان,SY02,SY0202,SY020201,
Village,C1223,Kherbet Kiyar,خربة كيار,SY02,SY0202,SY020201,
Village,C1227,Sarhan,سرحان,SY02,SY0202,SY020201,
Village,C1228,Eisheh,عيشة,SY02,SY0202,SY020201,
Village,C1229,Sheikh Dan,شيخ دن,SY02,SY0202,SY020201,
Village,C1230,Barlahin,برلهين,SY02,SY0202,SY020201,
Village,C1232,Qatar,قطر,SY02,SY0202,SY020201,
Village,C1233,Qasr Elbreij,قصر البريج,SY02,SY0202,SY020201,
Village,C1235,Big Fikha,فيخة كبيرة,SY02,SY0202,SY020201,
Village,C2139,Habshiyeh,حبشية,SY02,SY0207,SY020700,
Village,C2140,Burj Elrumman,برج الرمان,SY02,SY0207,SY020700,
Village,C2141,Emeiriyeh,العميرية,SY02,SY0207,SY020700,
Village,C2144,Abu Dreikha Al Safira,أبو دريخة السفيرة,SY02,SY0207,SY020700,
Village,C2145,Terkan,تركان,SY02,SY0207,SY020700,
Village,C2146,Ein Assan,عين عسان,SY02,SY0207,SY020700,
Village,C2147,Tal Establ,تل اصطبل,SY02,SY0207,SY020700,
Village,C2148,Um Amud,ام عامود,SY02,SY0207,SY020700,
Village,C2149,Abu Jrin Al-Safira,أبو جرين السفيرة,SY02,SY0207,SY020700,
Village,C2150,Jafret Elhos,جفرة الحص,SY02,SY0207,SY020700,
Village,C2151,Jalaghim,جلاغيم,SY02,SY0207,SY020700,
Village,C2153,Ein Sabel,عين سابل,SY02,SY0207,SY020700,
Village,C2155,Hweijeineh,حويجينة,SY02,SY0207,SY020700,
Village,C2157,Tata,طاط,SY02,SY0207,SY020700,
Village,C2158,Jneid,جنيد,SY02,SY0207,SY020700,
Village,C2159,Masyadeh (As-Safira),مصيدة - مركز السفيرة,SY02,SY0207,SY020700,
Village,C1620,Deir Jmal,دير جمال,SY02,SY0204,SY020402,
Village,C1622,Tatemrash,طاطمراش,SY02,SY0204,SY020402,
Village,C1623,Ahras - Tall Refaat,احرص,SY02,SY0204,SY020402,
Village,C1624,Sheikh Issa,الشيخ عيسى,SY02,SY0204,SY020402,
Village,C1626,Kafrnaya,كفرنايا,SY02,SY0204,SY020402,
Village,C1627,Masqan,مسقان,SY02,SY0204,SY020402,
Village,C1628,Kafr Naseh Tal Refaat,كفر ناصح تل رفعت,SY02,SY0204,SY020402,
Village,C1647,Hardatnin,حردتنين,SY02,SY0204,SY020404,
Village,C1648,Burj Elqas,برج القاص,SY02,SY0204,SY020404,
Village,C1649,Byanun,بيانون,SY02,SY0204,SY020404,
Village,C1650,Bashmra,باشمرة,SY02,SY0204,SY020404,
Village,C1651,Retyan,رتيان,SY02,SY0204,SY020404,
Village,C1652,Kafin,كفين,SY02,SY0204,SY020404,
Village,C1653,Maarset Elkhan,معرسة الخان,SY02,SY0204,SY020404,
Village,C1656,Mayer,ماير,SY02,SY0204,SY020404,
Village,C1247,Waqf,الوقف,SY02,SY0202,SY020203,
Village,C1048,Abu Rweil,أبو رويل,SY02,SY0200,SY020002,
Village,C1054,Numaniyeh,النعمانية,SY02,SY0200,SY020002,
Village,C1452,Hamshu - Hamashtlak,حمشو_حمشتلك,SY02,SY0203,SY020303,
Village,C1453,Sheikh Mohammed,شيخ محمد,SY02,SY0203,SY020303,
Village,C1455,Haj Khalil,حاج خليل,SY02,SY0203,SY020303,
Village,C1456,Darwishiyeh,الدرويشية,SY02,SY0203,SY020303,
Village,C1457,Maamel - Oshagi,المعامل_أوشاغي,SY02,SY0203,SY020303,
Village,C1459,Batra (Raju),البتراء - راجو,SY02,SY0203,SY020303,
Village,C1462,Raee - Jobanli,الراعي_جوبانلي,SY02,SY0203,SY020303,
Village,C2160,Qabtin,قبتين,SY02,SY0207,SY020700,
Village,C2180,Um Jern Elsafira,أم جرن السفبرة,SY02,SY0207,SY020702,
Village,C2182,Ziraa (Banan),زراعة - بنان,SY02,SY0207,SY020702,
Village,C2183,Jaara,جعارة,SY02,SY0207,SY020702,
Village,C2185,Banan,بنان,SY02,SY0207,SY020702,
Village,C2186,Diman,ديمان,SY02,SY0207,SY020702,
Village,C2187,Sadaaya,صدعايا,SY02,SY0207,SY020702,
Village,C2189,Qteirat,قتيطرات,SY02,SY0207,SY020702,
Village,C2184,Burj Azawi,برج عزاوي,SY02,SY0207,SY020703,
Village,C2192,Tal Anbar (Hajeb),تل عنبر - الحاجب,SY02,SY0207,SY020703,
Village,C2193,Burj Elsama,برج الساما,SY02,SY0207,SY020703,
Village,C2200,Abu Abdeh,أبو عبدة,SY02,SY0207,SY020703,
Village,C2203,Abu Jlus,أبو جلوس,SY02,SY0207,SY020703,
Village,C1117,Mashrafet Elmarij,مشرفة المريج,SY02,SY0200,SY020002,
Village,C1118,Mreiqes,مريقص,SY02,SY0200,SY020002,
Village,C1177,Tleilat,تليلات,SY02,SY0200,SY020006,
Village,C1178,Dalama,دلامة,SY02,SY0200,SY020006,
Village,C1179,Jamimeh,جميمة,SY02,SY0200,SY020006,
Village,C1180,Tal Dadine,تل دادين,SY02,SY0200,SY020006,
Village,C1183,Maryuda,مريودة,SY02,SY0200,SY020006,
Village,C1185,Mreimin Simaan,مريمين سمعان,SY02,SY0200,SY020006,
Village,C1152,Hmeira,حميرة,SY02,SY0200,SY020005,
Village,C1159,Um Atba,أم عتبة,SY02,SY0200,SY020005,
Village,C1365,Khadraa,الخضراء,SY02,SY0203,SY020300,
Village,C1369,Bseileh,البصلية,SY02,SY0203,SY020300,
Village,C1370,Ein Dara,عين دارة,SY02,SY0203,SY020300,
Village,C1390,Kafir - Afrin,كفير,SY02,SY0203,SY020300,
Village,C1637,Hissiyeh,الحصية,SY02,SY0204,SY020403,
Village,C1638,Telqraq,تلقراح,SY02,SY0204,SY020403,
Village,C1639,Qaramel,قرامل,SY02,SY0204,SY020403,
Village,C1640,Fafin,فافين,SY02,SY0204,SY020403,
Village,C1641,Maratet Um Hosh,معراتة أم حوش,SY02,SY0204,SY020403,
Village,C1642,Kafr Elward,كفر الورد,SY02,SY0204,SY020403,
Village,C1644,Wahshiyeh,وحشية,SY02,SY0204,SY020403,
Village,C1617,Tal Jbine,تل جبين,SY02,SY0204,SY020402,
Village,C1618,Tellejar,تلعجار,SY02,SY0204,SY020402,
